invoice_id,account_id,subscription_id,invoice_date,paid_at,status,currency
inv_000661,acct_0067,sub_0301,2025-01-17,2025-01-17T12:00:00Z,paid,USD
inv_000662,acct_0068,sub_0302,2025-03-18,2025-03-18T12:00:00Z,open,USD
inv_000663,acct_0069,sub_0303,2025-03-19,2025-03-19T12:00:00Z,draft,USD
inv_000664,acct_0070,sub_0304,2025-04-20,2025-04-20T12:00:00Z,void,USD
inv_000665,acct_0071,sub_0305,2025-05-21,2025-05-21T12:00:00Z,failed,USD
inv_000666,acct_0072,sub_0306,2025-06-22,2025-06-22T12:00:00Z,paid,USD
inv_000667,acct_0073,sub_0307,2025-07-23,2025-07-23T12:00:00Z,open,USD
inv_000668,acct_0074,sub_0308,2025-08-24,2025-08-24T12:00:00Z,draft,USD
inv_000669,acct_0075,sub_0309,2025-09-25,2025-09-25T12:00:00Z,void,USD
inv_000670,acct_0076,sub_0310,2025-10-26,2025-10-26T12:00:00Z,failed,USD
inv_000671,acct_0077,sub_0311,2025-01-27,2025-01-27T12:00:00Z,paid,USD
inv_000672,acct_0078,sub_0312,2025-03-28,2025-03-28T12:00:00Z,open,USD
inv_000673,acct_0079,sub_0313,2025-03-01,2025-03-01T12:00:00Z,draft,USD
inv_000674,acct_0080,sub_0314,2025-04-02,2025-04-02T12:00:00Z,void,USD
inv_000675,acct_0081,sub_0315,2025-05-03,2025-05-03T12:00:00Z,failed,USD
inv_000676,acct_0082,sub_0316,2025-06-04,2025-06-04T12:00:00Z,paid,USD
inv_000677,acct_0083,sub_0317,2025-07-05,2025-07-05T12:00:00Z,open,USD
inv_000678,acct_0084,sub_0318,2025-08-06,2025-08-06T12:00:00Z,draft,USD
inv_000679,acct_0085,sub_0319,2025-09-07,2025-09-07T12:00:00Z,void,USD
inv_000680,acct_0086,sub_0320,2025-10-08,2025-10-08T12:00:00Z,failed,USD
inv_000681,acct_0087,sub_0321,2025-01-09,2025-01-09T12:00:00Z,paid,USD
inv_000682,acct_0088,sub_0322,2025-03-10,2025-03-10T12:00:00Z,open,USD
inv_000683,acct_0089,sub_0323,2025-03-11,2025-03-11T12:00:00Z,draft,USD
inv_000684,acct_0090,sub_0324,2025-04-12,2025-04-12T12:00:00Z,void,USD
inv_000685,acct_0091,sub_0325,2025-05-13,2025-05-13T12:00:00Z,failed,USD
inv_000686,acct_0092,sub_0326,2025-06-14,2025-06-14T12:00:00Z,paid,USD
inv_000687,acct_0093,sub_0327,2025-07-15,2025-07-15T12:00:00Z,open,USD
inv_000688,acct_0094,sub_0328,2025-08-16,2025-08-16T12:00:00Z,draft,USD
inv_000689,acct_0095,sub_0329,2025-09-17,2025-09-17T12:00:00Z,void,USD
inv_000690,acct_0096,sub_0330,2025-10-18,2025-10-18T12:00:00Z,failed,USD
inv_000691,acct_0097,sub_0331,2025-01-19,2025-01-19T12:00:00Z,paid,USD
inv_000692,acct_0098,sub_0332,2025-03-20,2025-03-20T12:00:00Z,open,USD
inv_000693,acct_0099,sub_0333,2025-03-21,2025-03-21T12:00:00Z,draft,USD
inv_000694,acct_0100,sub_0334,2025-04-22,2025-04-22T12:00:00Z,void,USD
inv_000695,acct_0101,sub_0335,2025-05-23,2025-05-23T12:00:00Z,failed,USD
inv_000696,acct_0102,sub_0336,2025-06-24,2025-06-24T12:00:00Z,paid,USD
inv_000697,acct_0103,sub_0337,2025-07-25,2025-07-25T12:00:00Z,open,USD
inv_000698,acct_0104,sub_0338,2025-08-26,2025-08-26T12:00:00Z,draft,USD
inv_000699,acct_0105,sub_0339,2025-09-27,2025-09-27T12:00:00Z,void,USD
inv_000700,acct_0106,sub_0340,2025-10-28,2025-10-28T12:00:00Z,failed,USD
inv_000701,acct_0107,sub_0341,2025-01-01,2025-01-01T12:00:00Z,paid,USD
inv_000702,acct_0108,sub_0342,2025-03-02,2025-03-02T12:00:00Z,open,USD
inv_000703,acct_0109,sub_0343,2025-03-03,2025-03-03T12:00:00Z,draft,USD
inv_000704,acct_0110,sub_0344,2025-04-04,2025-04-04T12:00:00Z,void,USD
inv_000705,acct_0111,sub_0345,2025-05-05,2025-05-05T12:00:00Z,failed,USD
inv_000706,acct_0112,sub_0346,2025-06-06,2025-06-06T12:00:00Z,paid,USD
inv_000707,acct_0113,sub_0347,2025-07-07,2025-07-07T12:00:00Z,open,USD
inv_000708,acct_0114,sub_0348,2025-08-08,2025-08-08T12:00:00Z,draft,USD
inv_000709,acct_0115,sub_0349,2025-09-09,2025-09-09T12:00:00Z,void,USD
inv_000710,acct_0116,sub_0350,2025-10-10,2025-10-10T12:00:00Z,failed,USD
inv_000711,acct_0117,sub_0351,2025-01-11,2025-01-11T12:00:00Z,paid,USD
inv_000712,acct_0118,sub_0352,2025-03-12,2025-03-12T12:00:00Z,open,USD
inv_000713,acct_0119,sub_0353,2025-03-13,2025-03-13T12:00:00Z,draft,USD
inv_000714,acct_0120,sub_0354,2025-04-14,2025-04-14T12:00:00Z,void,USD
inv_000715,acct_0121,sub_0355,2025-05-15,2025-05-15T12:00:00Z,failed,USD
inv_000716,acct_0122,sub_0356,2025-06-16,2025-06-16T12:00:00Z,paid,USD
inv_000717,acct_0123,sub_0357,2025-07-17,2025-07-17T12:00:00Z,open,USD
inv_000718,acct_0124,sub_0358,2025-08-18,2025-08-18T12:00:00Z,draft,USD
inv_000719,acct_0125,sub_0359,2025-09-19,2025-09-19T12:00:00Z,void,USD
inv_000720,acct_0126,sub_0360,2025-10-20,2025-10-20T12:00:00Z,failed,USD
inv_000721,acct_0127,sub_0001,2025-01-21,2025-01-21T12:00:00Z,paid,USD
inv_000722,acct_0128,sub_0002,2025-03-22,2025-03-22T12:00:00Z,open,USD
inv_000723,acct_0129,sub_0003,2025-03-23,2025-03-23T12:00:00Z,draft,USD
inv_000724,acct_0130,sub_0004,2025-04-24,2025-04-24T12:00:00Z,void,USD
inv_000725,acct_0131,sub_0005,2025-05-25,2025-05-25T12:00:00Z,failed,USD
inv_000726,acct_0132,sub_0006,2025-06-26,2025-06-26T12:00:00Z,paid,USD
inv_000727,acct_0133,sub_0007,2025-07-27,2025-07-27T12:00:00Z,open,USD
inv_000728,acct_0134,sub_0008,2025-08-28,2025-08-28T12:00:00Z,draft,USD
inv_000729,acct_0135,sub_0009,2025-09-01,2025-09-01T12:00:00Z,void,USD
inv_000730,acct_0136,sub_0010,2025-10-02,2025-10-02T12:00:00Z,failed,USD
inv_000731,acct_0137,sub_0011,2025-01-03,2025-01-03T12:00:00Z,paid,USD
inv_000732,acct_0138,sub_0012,2025-03-04,2025-03-04T12:00:00Z,open,USD
inv_000733,acct_0139,sub_0013,2025-03-05,2025-03-05T12:00:00Z,draft,USD
inv_000734,acct_0140,sub_0014,2025-04-06,2025-04-06T12:00:00Z,void,USD
inv_000735,acct_0141,sub_0015,2025-05-07,2025-05-07T12:00:00Z,failed,USD
inv_000736,acct_0142,sub_0016,2025-06-08,2025-06-08T12:00:00Z,paid,USD
inv_000737,acct_0143,sub_0017,2025-07-09,2025-07-09T12:00:00Z,open,USD
inv_000738,acct_0144,sub_0018,2025-08-10,2025-08-10T12:00:00Z,draft,USD
inv_000739,acct_0145,sub_0019,2025-09-11,2025-09-11T12:00:00Z,void,USD
inv_000740,acct_0146,sub_0020,2025-10-12,2025-10-12T12:00:00Z,failed,USD
inv_000741,acct_0147,sub_0021,2025-01-13,2025-01-13T12:00:00Z,paid,USD
inv_000742,acct_0148,sub_0022,2025-03-14,2025-03-14T12:00:00Z,open,USD
inv_000743,acct_0149,sub_0023,2025-03-15,2025-03-15T12:00:00Z,draft,USD
inv_000744,acct_0150,sub_0024,2025-04-16,2025-04-16T12:00:00Z,void,USD
inv_000745,acct_0151,sub_0025,2025-05-17,2025-05-17T12:00:00Z,failed,USD
inv_000746,acct_0152,sub_0026,2025-06-18,2025-06-18T12:00:00Z,paid,USD
inv_000747,acct_0153,sub_0027,2025-07-19,2025-07-19T12:00:00Z,open,USD
inv_000748,acct_0154,sub_0028,2025-08-20,2025-08-20T12:00:00Z,draft,USD
inv_000749,acct_0155,sub_0029,2025-09-21,2025-09-21T12:00:00Z,void,USD
inv_000750,acct_0156,sub_0030,2025-10-22,2025-10-22T12:00:00Z,failed,USD
inv_000751,acct_0157,sub_0031,2025-01-23,2025-01-23T12:00:00Z,paid,USD
inv_000752,acct_0158,sub_0032,2025-03-24,2025-03-24T12:00:00Z,open,USD
inv_000753,acct_0159,sub_0033,2025-03-25,2025-03-25T12:00:00Z,draft,USD
inv_000754,acct_0160,sub_0034,2025-04-26,2025-04-26T12:00:00Z,void,USD
inv_000755,acct_0161,sub_0035,2025-05-27,2025-05-27T12:00:00Z,failed,USD
inv_000756,acct_0162,sub_0036,2025-06-28,2025-06-28T12:00:00Z,paid,USD
inv_000757,acct_0163,sub_0037,2025-07-01,2025-07-01T12:00:00Z,open,USD
inv_000758,acct_0164,sub_0038,2025-08-02,2025-08-02T12:00:00Z,draft,USD
inv_000759,acct_0165,sub_0039,2025-09-03,2025-09-03T12:00:00Z,void,USD
inv_000760,acct_0166,sub_0040,2025-10-04,2025-10-04T12:00:00Z,failed,USD
inv_000761,acct_0167,sub_0041,2025-01-05,2025-01-05T12:00:00Z,paid,USD
inv_000762,acct_0168,sub_0042,2025-03-06,2025-03-06T12:00:00Z,open,USD
inv_000763,acct_0169,sub_0043,2025-03-07,2025-03-07T12:00:00Z,draft,USD
inv_000764,acct_0170,sub_0044,2025-04-08,2025-04-08T12:00:00Z,void,USD
inv_000765,acct_0171,sub_0045,2025-05-09,2025-05-09T12:00:00Z,failed,USD
inv_000766,acct_0172,sub_0046,2025-06-10,2025-06-10T12:00:00Z,paid,USD
inv_000767,acct_0173,sub_0047,2025-07-11,2025-07-11T12:00:00Z,open,USD
inv_000768,acct_0174,sub_0048,2025-08-12,2025-08-12T12:00:00Z,draft,USD
inv_000769,acct_0175,sub_0049,2025-09-13,2025-09-13T12:00:00Z,void,USD
inv_000770,acct_0176,sub_0050,2025-10-14,2025-10-14T12:00:00Z,failed,USD
inv_000771,acct_0177,sub_0051,2025-01-15,2025-01-15T12:00:00Z,paid,USD
inv_000772,acct_0178,sub_0052,2025-03-16,2025-03-16T12:00:00Z,open,USD
inv_000773,acct_0179,sub_0053,2025-03-17,2025-03-17T12:00:00Z,draft,USD
inv_000774,acct_0180,sub_0054,2025-04-18,2025-04-18T12:00:00Z,void,USD
inv_000775,acct_0181,sub_0055,2025-05-19,2025-05-19T12:00:00Z,failed,USD
inv_000776,acct_0182,sub_0056,2025-06-20,2025-06-20T12:00:00Z,paid,USD
inv_000777,acct_0183,sub_0057,2025-07-21,2025-07-21T12:00:00Z,open,USD
inv_000778,acct_0184,sub_0058,2025-08-22,2025-08-22T12:00:00Z,draft,USD
inv_000779,acct_0185,sub_0059,2025-09-23,2025-09-23T12:00:00Z,void,USD
inv_000780,acct_0186,sub_0060,2025-10-24,2025-10-24T12:00:00Z,failed,USD
inv_000781,acct_0187,sub_0061,2025-01-25,2025-01-25T12:00:00Z,paid,USD
inv_000782,acct_0188,sub_0062,2025-03-26,2025-03-26T12:00:00Z,open,USD
inv_000783,acct_0189,sub_0063,2025-03-27,2025-03-27T12:00:00Z,draft,USD
inv_000784,acct_0190,sub_0064,2025-04-28,2025-04-28T12:00:00Z,void,USD
inv_000785,acct_0191,sub_0065,2025-05-01,2025-05-01T12:00:00Z,failed,USD
inv_000786,acct_0192,sub_0066,2025-06-02,2025-06-02T12:00:00Z,paid,USD
inv_000787,acct_0193,sub_0067,2025-07-03,2025-07-03T12:00:00Z,open,USD
inv_000788,acct_0194,sub_0068,2025-08-04,2025-08-04T12:00:00Z,draft,USD
inv_000789,acct_0195,sub_0069,2025-09-05,2025-09-05T12:00:00Z,void,USD
inv_000790,acct_0196,sub_0070,2025-10-06,2025-10-06T12:00:00Z,failed,USD
inv_000791,acct_0197,sub_0071,2025-01-07,2025-01-07T12:00:00Z,paid,USD
inv_000792,acct_0198,sub_0072,2025-03-08,2025-03-08T12:00:00Z,open,USD
inv_000793,acct_0001,sub_0073,2025-03-09,2025-03-09T12:00:00Z,draft,USD
inv_000794,acct_0002,sub_0074,2025-04-10,2025-04-10T12:00:00Z,void,USD
inv_000795,acct_0003,sub_0075,2025-05-11,2025-05-11T12:00:00Z,failed,USD
inv_000796,acct_0004,sub_0076,2025-06-12,2025-06-12T12:00:00Z,paid,USD
inv_000797,acct_0005,sub_0077,2025-07-13,2025-07-13T12:00:00Z,open,USD
inv_000798,acct_0006,sub_0078,2025-08-14,2025-08-14T12:00:00Z,draft,USD
inv_000799,acct_0007,sub_0079,2025-09-15,2025-09-15T12:00:00Z,void,USD
inv_000800,acct_0008,sub_0080,2025-10-16,2025-10-16T12:00:00Z,failed,USD
inv_000801,acct_0009,sub_0081,2025-01-17,2025-01-17T12:00:00Z,paid,USD
inv_000802,acct_0010,sub_0082,2025-03-18,2025-03-18T12:00:00Z,open,USD
inv_000803,acct_0011,sub_0083,2025-03-19,2025-03-19T12:00:00Z,draft,USD
inv_000804,acct_0012,sub_0084,2025-04-20,2025-04-20T12:00:00Z,void,USD
inv_000805,acct_0013,sub_0085,2025-05-21,2025-05-21T12:00:00Z,failed,USD
inv_000806,acct_0014,sub_0086,2025-06-22,2025-06-22T12:00:00Z,paid,USD
inv_000807,acct_0015,sub_0087,2025-07-23,2025-07-23T12:00:00Z,open,USD
inv_000808,acct_0016,sub_0088,2025-08-24,2025-08-24T12:00:00Z,draft,USD
inv_000809,acct_0017,sub_0089,2025-09-25,2025-09-25T12:00:00Z,void,USD
inv_000810,acct_0018,sub_0090,2025-10-26,2025-10-26T12:00:00Z,failed,USD
inv_000811,acct_0019,sub_0091,2025-01-27,2025-01-27T12:00:00Z,paid,USD
inv_000812,acct_0020,sub_0092,2025-03-28,2025-03-28T12:00:00Z,open,USD
inv_000813,acct_0021,sub_0093,2025-03-01,2025-03-01T12:00:00Z,draft,USD
inv_000814,acct_0022,sub_0094,2025-04-02,2025-04-02T12:00:00Z,void,USD
inv_000815,acct_0023,sub_0095,2025-05-03,2025-05-03T12:00:00Z,failed,USD
inv_000816,acct_0024,sub_0096,2025-06-04,2025-06-04T12:00:00Z,paid,USD
inv_000817,acct_0025,sub_0097,2025-07-05,2025-07-05T12:00:00Z,open,USD
inv_000818,acct_0026,sub_0098,2025-08-06,2025-08-06T12:00:00Z,draft,USD
inv_000819,acct_0027,sub_0099,2025-09-07,2025-09-07T12:00:00Z,void,USD
inv_000820,acct_0028,sub_0100,2025-10-08,2025-10-08T12:00:00Z,failed,USD
inv_000821,acct_0029,sub_0101,2025-01-09,2025-01-09T12:00:00Z,paid,USD
inv_000822,acct_0030,sub_0102,2025-03-10,2025-03-10T12:00:00Z,open,USD
inv_000823,acct_0031,sub_0103,2025-03-11,2025-03-11T12:00:00Z,draft,USD
inv_000824,acct_0032,sub_0104,2025-04-12,2025-04-12T12:00:00Z,void,USD
inv_000825,acct_0033,sub_0105,2025-05-13,2025-05-13T12:00:00Z,failed,USD
inv_000826,acct_0034,sub_0106,2025-06-14,2025-06-14T12:00:00Z,paid,USD
inv_000827,acct_0035,sub_0107,2025-07-15,2025-07-15T12:00:00Z,open,USD
inv_000828,acct_0036,sub_0108,2025-08-16,2025-08-16T12:00:00Z,draft,USD
inv_000829,acct_0037,sub_0109,2025-09-17,2025-09-17T12:00:00Z,void,USD
inv_000830,acct_0038,sub_0110,2025-10-18,2025-10-18T12:00:00Z,failed,USD
inv_000831,acct_0039,sub_0111,2025-01-19,2025-01-19T12:00:00Z,paid,USD
inv_000832,acct_0040,sub_0112,2025-03-20,2025-03-20T12:00:00Z,open,USD
inv_000833,acct_0041,sub_0113,2025-03-21,2025-03-21T12:00:00Z,draft,USD
inv_000834,acct_0042,sub_0114,2025-04-22,2025-04-22T12:00:00Z,void,USD
inv_000835,acct_0043,sub_0115,2025-05-23,2025-05-23T12:00:00Z,failed,USD
inv_000836,acct_0044,sub_0116,2025-06-24,2025-06-24T12:00:00Z,paid,USD
inv_000837,acct_0045,sub_0117,2025-07-25,2025-07-25T12:00:00Z,open,USD
inv_000838,acct_0046,sub_0118,2025-08-26,2025-08-26T12:00:00Z,draft,USD
inv_000839,acct_0047,sub_0119,2025-09-27,2025-09-27T12:00:00Z,void,USD
inv_000840,acct_0048,sub_0120,2025-10-28,2025-10-28T12:00:00Z,failed,USD
inv_000841,acct_0049,sub_0121,2025-01-01,2025-01-01T12:00:00Z,paid,USD
inv_000842,acct_0050,sub_0122,2025-03-02,2025-03-02T12:00:00Z,open,USD
inv_000843,acct_0051,sub_0123,2025-03-03,2025-03-03T12:00:00Z,draft,USD
inv_000844,acct_0052,sub_0124,2025-04-04,2025-04-04T12:00:00Z,void,USD
inv_000845,acct_0053,sub_0125,2025-05-05,2025-05-05T12:00:00Z,failed,USD
inv_000846,acct_0054,sub_0126,2025-06-06,2025-06-06T12:00:00Z,paid,USD
inv_000847,acct_0055,sub_0127,2025-07-07,2025-07-07T12:00:00Z,open,USD
inv_000848,acct_0056,sub_0128,2025-08-08,2025-08-08T12:00:00Z,draft,USD
inv_000849,acct_0057,sub_0129,2025-09-09,2025-09-09T12:00:00Z,void,USD
inv_000850,acct_0058,sub_0130,2025-10-10,2025-10-10T12:00:00Z,failed,USD
inv_000851,acct_0059,sub_0131,2025-01-11,2025-01-11T12:00:00Z,paid,USD
inv_000852,acct_0060,sub_0132,2025-03-12,2025-03-12T12:00:00Z,open,USD
inv_000853,acct_0061,sub_0133,2025-03-13,2025-03-13T12:00:00Z,draft,USD
inv_000854,acct_0062,sub_0134,2025-04-14,2025-04-14T12:00:00Z,void,USD
inv_000855,acct_0063,sub_0135,2025-05-15,2025-05-15T12:00:00Z,failed,USD
inv_000856,acct_0064,sub_0136,2025-06-16,2025-06-16T12:00:00Z,paid,USD
inv_000857,acct_0065,sub_0137,2025-07-17,2025-07-17T12:00:00Z,open,USD
inv_000858,acct_0066,sub_0138,2025-08-18,2025-08-18T12:00:00Z,draft,USD
inv_000859,acct_0067,sub_0139,2025-09-19,2025-09-19T12:00:00Z,void,USD
inv_000860,acct_0068,sub_0140,2025-10-20,2025-10-20T12:00:00Z,failed,USD
inv_000861,acct_0069,sub_0141,2025-01-21,2025-01-21T12:00:00Z,paid,USD
inv_000862,acct_0070,sub_0142,2025-03-22,2025-03-22T12:00:00Z,open,USD
inv_000863,acct_0071,sub_0143,2025-03-23,2025-03-23T12:00:00Z,draft,USD
inv_000864,acct_0072,sub_0144,2025-04-24,2025-04-24T12:00:00Z,void,USD
inv_000865,acct_0073,sub_0145,2025-05-25,2025-05-25T12:00:00Z,failed,USD
inv_000866,acct_0074,sub_0146,2025-06-26,2025-06-26T12:00:00Z,paid,USD
inv_000867,acct_0075,sub_0147,2025-07-27,2025-07-27T12:00:00Z,open,USD
inv_000868,acct_0076,sub_0148,2025-08-28,2025-08-28T12:00:00Z,draft,USD
inv_000869,acct_0077,sub_0149,2025-09-01,2025-09-01T12:00:00Z,void,USD
inv_000870,acct_0078,sub_0150,2025-10-02,2025-10-02T12:00:00Z,failed,USD
inv_000871,acct_0079,sub_0151,2025-01-03,2025-01-03T12:00:00Z,paid,USD
inv_000872,acct_0080,sub_0152,2025-03-04,2025-03-04T12:00:00Z,open,USD
inv_000873,acct_0081,sub_0153,2025-03-05,2025-03-05T12:00:00Z,draft,USD
inv_000874,acct_0082,sub_0154,2025-04-06,2025-04-06T12:00:00Z,void,USD
inv_000875,acct_0083,sub_0155,2025-05-07,2025-05-07T12:00:00Z,failed,USD
inv_000876,acct_0084,sub_0156,2025-06-08,2025-06-08T12:00:00Z,paid,USD
inv_000877,acct_0085,sub_0157,2025-07-09,2025-07-09T12:00:00Z,open,USD
inv_000878,acct_0086,sub_0158,2025-08-10,2025-08-10T12:00:00Z,draft,USD
inv_000879,acct_0087,sub_0159,2025-09-11,2025-09-11T12:00:00Z,void,USD
inv_000880,acct_0088,sub_0160,2025-10-12,2025-10-12T12:00:00Z,failed,USD
inv_000881,acct_0089,sub_0161,2025-01-13,2025-01-13T12:00:00Z,paid,USD
inv_000882,acct_0090,sub_0162,2025-03-14,2025-03-14T12:00:00Z,open,USD
inv_000883,acct_0091,sub_0163,2025-03-15,2025-03-15T12:00:00Z,draft,USD
inv_000884,acct_0092,sub_0164,2025-04-16,2025-04-16T12:00:00Z,void,USD
inv_000885,acct_0093,sub_0165,2025-05-17,2025-05-17T12:00:00Z,failed,USD
inv_000886,acct_0094,sub_0166,2025-06-18,2025-06-18T12:00:00Z,paid,USD
inv_000887,acct_0095,sub_0167,2025-07-19,2025-07-19T12:00:00Z,open,USD
inv_000888,acct_0096,sub_0168,2025-08-20,2025-08-20T12:00:00Z,draft,USD
inv_000889,acct_0097,sub_0169,2025-09-21,2025-09-21T12:00:00Z,void,USD
inv_000890,acct_0098,sub_0170,2025-10-22,2025-10-22T12:00:00Z,failed,USD
inv_000891,acct_0099,sub_0171,2025-01-23,2025-01-23T12:00:00Z,paid,USD
inv_000892,acct_0100,sub_0172,2025-03-24,2025-03-24T12:00:00Z,open,USD
inv_000893,acct_0101,sub_0173,2025-03-25,2025-03-25T12:00:00Z,draft,USD
inv_000894,acct_0102,sub_0174,2025-04-26,2025-04-26T12:00:00Z,void,USD
inv_000895,acct_0103,sub_0175,2025-05-27,2025-05-27T12:00:00Z,failed,USD
inv_000896,acct_0104,sub_0176,2025-06-28,2025-06-28T12:00:00Z,paid,USD
inv_000897,acct_0105,sub_0177,2025-07-01,2025-07-01T12:00:00Z,open,USD
inv_000898,acct_0106,sub_0178,2025-08-02,2025-08-02T12:00:00Z,draft,USD
inv_000899,acct_0107,sub_0179,2025-09-03,2025-09-03T12:00:00Z,void,USD
inv_000900,acct_0108,sub_0180,2025-10-04,2025-10-04T12:00:00Z,failed,USD
inv_000901,acct_0109,sub_0181,2025-01-05,2025-01-05T12:00:00Z,paid,USD
inv_000902,acct_0110,sub_0182,2025-03-06,2025-03-06T12:00:00Z,open,USD
inv_000903,acct_0111,sub_0183,2025-03-07,2025-03-07T12:00:00Z,draft,USD
inv_000904,acct_0112,sub_0184,2025-04-08,2025-04-08T12:00:00Z,void,USD
inv_000905,acct_0113,sub_0185,2025-05-09,2025-05-09T12:00:00Z,failed,USD
inv_000906,acct_0114,sub_0186,2025-06-10,2025-06-10T12:00:00Z,paid,USD
inv_000907,acct_0115,sub_0187,2025-07-11,2025-07-11T12:00:00Z,open,USD
inv_000908,acct_0116,sub_0188,2025-08-12,2025-08-12T12:00:00Z,draft,USD
inv_000909,acct_0117,sub_0189,2025-09-13,2025-09-13T12:00:00Z,void,USD
inv_000910,acct_0118,sub_0190,2025-10-14,2025-10-14T12:00:00Z,failed,USD
inv_000911,acct_0119,sub_0191,2025-01-15,2025-01-15T12:00:00Z,paid,USD
inv_000912,acct_0120,sub_0192,2025-03-16,2025-03-16T12:00:00Z,open,USD
inv_000913,acct_0121,sub_0193,2025-03-17,2025-03-17T12:00:00Z,draft,USD
inv_000914,acct_0122,sub_0194,2025-04-18,2025-04-18T12:00:00Z,void,USD
inv_000915,acct_0123,sub_0195,2025-05-19,2025-05-19T12:00:00Z,failed,USD
inv_000916,acct_0124,sub_0196,2025-06-20,2025-06-20T12:00:00Z,paid,USD
inv_000917,acct_0125,sub_0197,2025-07-21,2025-07-21T12:00:00Z,open,USD
inv_000918,acct_0126,sub_0198,2025-08-22,2025-08-22T12:00:00Z,draft,USD
inv_000919,acct_0127,sub_0199,2025-09-23,2025-09-23T12:00:00Z,void,USD
inv_000920,acct_0128,sub_0200,2025-10-24,2025-10-24T12:00:00Z,failed,USD
inv_000921,acct_0129,sub_0201,2025-01-25,2025-01-25T12:00:00Z,paid,USD
inv_000922,acct_0130,sub_0202,2025-03-26,2025-03-26T12:00:00Z,open,USD
inv_000923,acct_0131,sub_0203,2025-03-27,2025-03-27T12:00:00Z,draft,USD
inv_000924,acct_0132,sub_0204,2025-04-28,2025-04-28T12:00:00Z,void,USD
inv_000925,acct_0133,sub_0205,2025-05-01,2025-05-01T12:00:00Z,failed,USD
inv_000926,acct_0134,sub_0206,2025-06-02,2025-06-02T12:00:00Z,paid,USD
inv_000927,acct_0135,sub_0207,2025-07-03,2025-07-03T12:00:00Z,open,USD
inv_000928,acct_0136,sub_0208,2025-08-04,2025-08-04T12:00:00Z,draft,USD
inv_000929,acct_0137,sub_0209,2025-09-05,2025-09-05T12:00:00Z,void,USD
inv_000930,acct_0138,sub_0210,2025-10-06,2025-10-06T12:00:00Z,failed,USD
inv_000931,acct_0139,sub_0211,2025-01-07,2025-01-07T12:00:00Z,paid,USD
inv_000932,acct_0140,sub_0212,2025-03-08,2025-03-08T12:00:00Z,open,USD
inv_000933,acct_0141,sub_0213,2025-03-09,2025-03-09T12:00:00Z,draft,USD
inv_000934,acct_0142,sub_0214,2025-04-10,2025-04-10T12:00:00Z,void,USD
inv_000935,acct_0143,sub_0215,2025-05-11,2025-05-11T12:00:00Z,failed,USD
inv_000936,acct_0144,sub_0216,2025-06-12,2025-06-12T12:00:00Z,paid,USD
inv_000937,acct_0145,sub_0217,2025-07-13,2025-07-13T12:00:00Z,open,USD
inv_000938,acct_0146,sub_0218,2025-08-14,2025-08-14T12:00:00Z,draft,USD
inv_000939,acct_0147,sub_0219,2025-09-15,2025-09-15T12:00:00Z,void,USD
inv_000940,acct_0148,sub_0220,2025-10-16,2025-10-16T12:00:00Z,failed,USD
inv_000941,acct_0149,sub_0221,2025-01-17,2025-01-17T12:00:00Z,paid,USD
inv_000942,acct_0150,sub_0222,2025-03-18,2025-03-18T12:00:00Z,open,USD
inv_000943,acct_0151,sub_0223,2025-03-19,2025-03-19T12:00:00Z,draft,USD
inv_000944,acct_0152,sub_0224,2025-04-20,2025-04-20T12:00:00Z,void,USD
inv_000945,acct_0153,sub_0225,2025-05-21,2025-05-21T12:00:00Z,failed,USD
inv_000946,acct_0154,sub_0226,2025-06-22,2025-06-22T12:00:00Z,paid,USD
inv_000947,acct_0155,sub_0227,2025-07-23,2025-07-23T12:00:00Z,open,USD
inv_000948,acct_0156,sub_0228,2025-08-24,2025-08-24T12:00:00Z,draft,USD
inv_000949,acct_0157,sub_0229,2025-09-25,2025-09-25T12:00:00Z,void,USD
inv_000950,acct_0158,sub_0230,2025-10-26,2025-10-26T12:00:00Z,failed,USD
inv_000951,acct_0159,sub_0231,2025-01-27,2025-01-27T12:00:00Z,paid,USD
inv_000952,acct_0160,sub_0232,2025-03-28,2025-03-28T12:00:00Z,open,USD
inv_000953,acct_0161,sub_0233,2025-03-01,2025-03-01T12:00:00Z,draft,USD
inv_000954,acct_0162,sub_0234,2025-04-02,2025-04-02T12:00:00Z,void,USD
inv_000955,acct_0163,sub_0235,2025-05-03,2025-05-03T12:00:00Z,failed,USD
inv_000956,acct_0164,sub_0236,2025-06-04,2025-06-04T12:00:00Z,paid,USD
inv_000957,acct_0165,sub_0237,2025-07-05,2025-07-05T12:00:00Z,open,USD
inv_000958,acct_0166,sub_0238,2025-08-06,2025-08-06T12:00:00Z,draft,USD
inv_000959,acct_0167,sub_0239,2025-09-07,2025-09-07T12:00:00Z,void,USD
inv_000960,acct_0168,sub_0240,2025-10-08,2025-10-08T12:00:00Z,failed,USD
inv_000961,acct_0169,sub_0241,2025-01-09,2025-01-09T12:00:00Z,paid,USD
inv_000962,acct_0170,sub_0242,2025-03-10,2025-03-10T12:00:00Z,open,USD
inv_000963,acct_0171,sub_0243,2025-03-11,2025-03-11T12:00:00Z,draft,USD
inv_000964,acct_0172,sub_0244,2025-04-12,2025-04-12T12:00:00Z,void,USD
inv_000965,acct_0173,sub_0245,2025-05-13,2025-05-13T12:00:00Z,failed,USD
inv_000966,acct_0174,sub_0246,2025-06-14,2025-06-14T12:00:00Z,paid,USD
