purchase_request_id,account_id,requester_user_id,created_at,status,amount_cents,supplier_id
pr_001301,acct_0046,user_000201,2026-02-13T11:00:00Z,draft,99000,supplier_0401
pr_001302,acct_0047,user_000202,2026-02-14T11:00:00Z,submitted,100000,supplier_0402
pr_001303,acct_0048,user_000203,2026-02-15T11:00:00Z,approved,101000,supplier_0403
pr_001304,acct_0049,user_000204,2026-02-16T11:00:00Z,rejected,102000,supplier_0404
pr_001305,acct_0050,user_000205,2026-02-17T11:00:00Z,cancelled,103000,supplier_0405
pr_001306,acct_0010,user_000206,2026-02-18T11:00:00Z,draft,104000,supplier_0406
pr_001307,acct_0011,user_000207,2026-02-19T11:00:00Z,submitted,105000,supplier_0407
pr_001308,acct_0012,user_000208,2026-02-20T11:00:00Z,approved,106000,supplier_0408
pr_001309,acct_0013,user_000209,2026-02-21T11:00:00Z,rejected,107000,supplier_0409
pr_001310,acct_0014,user_000210,2026-02-22T11:00:00Z,cancelled,108000,supplier_0410
pr_001311,acct_0015,user_000211,2026-02-23T11:00:00Z,draft,109000,supplier_0411
pr_001312,acct_0016,user_000212,2026-02-24T11:00:00Z,submitted,110000,supplier_0412
pr_001313,acct_0017,user_000213,2026-02-25T11:00:00Z,approved,10000,supplier_0413
pr_001314,acct_0018,user_000214,2026-02-26T11:00:00Z,rejected,11000,supplier_0414
pr_001315,acct_0019,user_000215,2026-02-27T11:00:00Z,cancelled,12000,supplier_0415
pr_001316,acct_0020,user_000216,2026-02-28T11:00:00Z,draft,13000,supplier_0416
pr_001317,acct_0021,user_000217,2026-02-01T11:00:00Z,submitted,14000,supplier_0417
pr_001318,acct_0022,user_000218,2026-02-02T11:00:00Z,approved,15000,supplier_0418
pr_001319,acct_0023,user_000219,2026-02-03T11:00:00Z,rejected,16000,supplier_0419
pr_001320,acct_0024,user_000220,2026-02-04T11:00:00Z,cancelled,17000,supplier_0420
pr_001321,acct_0025,user_000221,2026-02-05T11:00:00Z,draft,18000,supplier_0421
pr_001322,acct_0026,user_000222,2026-02-06T11:00:00Z,submitted,19000,supplier_0422
pr_001323,acct_0027,user_000223,2026-02-07T11:00:00Z,approved,20000,supplier_0423
pr_001324,acct_0028,user_000224,2026-02-08T11:00:00Z,rejected,21000,supplier_0424
pr_001325,acct_0029,user_000225,2026-02-09T11:00:00Z,cancelled,22000,supplier_0425
pr_001326,acct_0030,user_000226,2026-02-10T11:00:00Z,draft,23000,supplier_0426
pr_001327,acct_0031,user_000227,2026-02-11T11:00:00Z,submitted,24000,supplier_0427
pr_001328,acct_0032,user_000228,2026-02-12T11:00:00Z,approved,25000,supplier_0428
pr_001329,acct_0033,user_000229,2026-02-13T11:00:00Z,rejected,26000,supplier_0429
pr_001330,acct_0034,user_000230,2026-02-14T11:00:00Z,cancelled,27000,supplier_0430
pr_001331,acct_0035,user_000231,2026-02-15T11:00:00Z,draft,28000,supplier_0431
pr_001332,acct_0036,user_000232,2026-02-16T11:00:00Z,submitted,29000,supplier_0432
pr_001333,acct_0037,user_000233,2026-02-17T11:00:00Z,approved,30000,supplier_0433
pr_001334,acct_0038,user_000234,2026-02-18T11:00:00Z,rejected,31000,supplier_0434
pr_001335,acct_0039,user_000235,2026-02-19T11:00:00Z,cancelled,32000,supplier_0435
pr_001336,acct_0040,user_000236,2026-02-20T11:00:00Z,draft,33000,supplier_0436
pr_001337,acct_0041,user_000237,2026-02-21T11:00:00Z,submitted,34000,supplier_0437
pr_001338,acct_0042,user_000238,2026-02-22T11:00:00Z,approved,35000,supplier_0438
pr_001339,acct_0043,user_000239,2026-02-23T11:00:00Z,rejected,36000,supplier_0439
pr_001340,acct_0044,user_000240,2026-02-24T11:00:00Z,cancelled,37000,supplier_0440
pr_001341,acct_0045,user_000241,2026-02-25T11:00:00Z,draft,38000,supplier_0441
pr_001342,acct_0046,user_000242,2026-02-26T11:00:00Z,submitted,39000,supplier_0442
pr_001343,acct_0047,user_000243,2026-02-27T11:00:00Z,approved,40000,supplier_0443
pr_001344,acct_0048,user_000244,2026-02-28T11:00:00Z,rejected,41000,supplier_0444
pr_001345,acct_0049,user_000245,2026-02-01T11:00:00Z,cancelled,42000,supplier_0445
pr_001346,acct_0050,user_000246,2026-02-02T11:00:00Z,draft,43000,supplier_0446
pr_001347,acct_0010,user_000247,2026-02-03T11:00:00Z,submitted,44000,supplier_0447
pr_001348,acct_0011,user_000248,2026-02-04T11:00:00Z,approved,45000,supplier_0448
pr_001349,acct_0012,user_000249,2026-02-05T11:00:00Z,rejected,46000,supplier_0449
pr_001350,acct_0013,user_000250,2026-02-06T11:00:00Z,cancelled,47000,supplier_0450
pr_001351,acct_0014,user_000251,2026-02-07T11:00:00Z,draft,48000,supplier_0451
pr_001352,acct_0015,user_000252,2026-02-08T11:00:00Z,submitted,49000,supplier_0452
pr_001353,acct_0016,user_000253,2026-02-09T11:00:00Z,approved,50000,supplier_0453
pr_001354,acct_0017,user_000254,2026-02-10T11:00:00Z,rejected,51000,supplier_0454
pr_001355,acct_0018,user_000255,2026-02-11T11:00:00Z,cancelled,52000,supplier_0455
pr_001356,acct_0019,user_000256,2026-02-12T11:00:00Z,draft,53000,supplier_0456
pr_001357,acct_0020,user_000257,2026-02-13T11:00:00Z,submitted,54000,supplier_0457
pr_001358,acct_0021,user_000258,2026-02-14T11:00:00Z,approved,55000,supplier_0458
pr_001359,acct_0022,user_000259,2026-02-15T11:00:00Z,rejected,56000,supplier_0459
pr_001360,acct_0023,user_000260,2026-02-16T11:00:00Z,cancelled,57000,supplier_0460
pr_001361,acct_0024,user_000261,2026-02-17T11:00:00Z,draft,58000,supplier_0461
pr_001362,acct_0025,user_000262,2026-02-18T11:00:00Z,submitted,59000,supplier_0462
pr_001363,acct_0026,user_000263,2026-02-19T11:00:00Z,approved,60000,supplier_0463
pr_001364,acct_0027,user_000264,2026-02-20T11:00:00Z,rejected,61000,supplier_0464
pr_001365,acct_0028,user_000265,2026-02-21T11:00:00Z,cancelled,62000,supplier_0465
pr_001366,acct_0029,user_000266,2026-02-22T11:00:00Z,draft,63000,supplier_0466
pr_001367,acct_0030,user_000267,2026-02-23T11:00:00Z,submitted,64000,supplier_0467
pr_001368,acct_0031,user_000268,2026-02-24T11:00:00Z,approved,65000,supplier_0468
pr_001369,acct_0032,user_000269,2026-02-25T11:00:00Z,rejected,66000,supplier_0469
pr_001370,acct_0033,user_000270,2026-02-26T11:00:00Z,cancelled,67000,supplier_0470
pr_001371,acct_0034,user_000271,2026-02-27T11:00:00Z,draft,68000,supplier_0471
pr_001372,acct_0035,user_000272,2026-02-28T11:00:00Z,submitted,69000,supplier_0472
pr_001373,acct_0036,user_000273,2026-02-01T11:00:00Z,approved,70000,supplier_0473
pr_001374,acct_0037,user_000274,2026-02-02T11:00:00Z,rejected,71000,supplier_0474
pr_001375,acct_0038,user_000275,2026-02-03T11:00:00Z,cancelled,72000,supplier_0475
pr_001376,acct_0039,user_000276,2026-02-04T11:00:00Z,draft,73000,supplier_0476
pr_001377,acct_0040,user_000277,2026-02-05T11:00:00Z,submitted,74000,supplier_0477
pr_001378,acct_0041,user_000278,2026-02-06T11:00:00Z,approved,75000,supplier_0478
pr_001379,acct_0042,user_000279,2026-02-07T11:00:00Z,rejected,76000,supplier_0479
pr_001380,acct_0043,user_000280,2026-02-08T11:00:00Z,cancelled,77000,supplier_0480
pr_001381,acct_0044,user_000281,2026-02-09T11:00:00Z,draft,78000,supplier_0481
pr_001382,acct_0045,user_000282,2026-02-10T11:00:00Z,submitted,79000,supplier_0482
pr_001383,acct_0046,user_000283,2026-02-11T11:00:00Z,approved,80000,supplier_0483
pr_001384,acct_0047,user_000284,2026-02-12T11:00:00Z,rejected,81000,supplier_0484
pr_001385,acct_0048,user_000285,2026-02-13T11:00:00Z,cancelled,82000,supplier_0485
pr_001386,acct_0049,user_000286,2026-02-14T11:00:00Z,draft,83000,supplier_0486
pr_001387,acct_0001,user_000287,2026-02-15T11:00:00Z,submitted,84000,supplier_0487
pr_001388,acct_0002,user_000288,2026-02-16T11:00:00Z,approved,85000,supplier_0488
pr_001389,acct_0003,user_000289,2026-02-17T11:00:00Z,rejected,86000,supplier_0489
pr_001390,acct_0004,user_000290,2026-02-18T11:00:00Z,cancelled,87000,supplier_0490
pr_001391,acct_0005,user_000291,2026-02-19T11:00:00Z,draft,88000,supplier_0491
pr_001392,acct_0006,user_000292,2026-02-20T11:00:00Z,submitted,89000,supplier_0492
pr_001393,acct_0007,user_000293,2026-02-21T11:00:00Z,approved,90000,supplier_0493
pr_001394,acct_0008,user_000294,2026-02-22T11:00:00Z,rejected,91000,supplier_0494
pr_001395,acct_0009,user_000295,2026-02-23T11:00:00Z,cancelled,92000,supplier_0495
pr_001396,acct_0010,user_000296,2026-02-24T11:00:00Z,draft,93000,supplier_0496
pr_001397,acct_0011,user_000297,2026-02-25T11:00:00Z,submitted,94000,supplier_0497
pr_001398,acct_0012,user_000298,2026-02-26T11:00:00Z,approved,95000,supplier_0498
pr_001399,acct_0013,user_000299,2026-02-27T11:00:00Z,rejected,96000,supplier_0499
pr_001400,acct_0014,user_000300,2026-02-28T11:00:00Z,cancelled,97000,supplier_0500
pr_001401,acct_0015,user_000301,2026-02-01T11:00:00Z,draft,98000,supplier_0501
pr_001402,acct_0016,user_000302,2026-02-02T11:00:00Z,submitted,99000,supplier_0502
pr_001403,acct_0017,user_000303,2026-02-03T11:00:00Z,approved,100000,supplier_0503
pr_001404,acct_0018,user_000304,2026-02-04T11:00:00Z,rejected,101000,supplier_0504
pr_001405,acct_0019,user_000305,2026-02-05T11:00:00Z,cancelled,102000,supplier_0505
pr_001406,acct_0020,user_000306,2026-02-06T11:00:00Z,draft,103000,supplier_0506
pr_001407,acct_0021,user_000307,2026-02-07T11:00:00Z,submitted,104000,supplier_0507
pr_001408,acct_0022,user_000308,2026-02-08T11:00:00Z,approved,105000,supplier_0508
pr_001409,acct_0023,user_000309,2026-02-09T11:00:00Z,rejected,106000,supplier_0509
pr_001410,acct_0024,user_000310,2026-02-10T11:00:00Z,cancelled,107000,supplier_0510
pr_001411,acct_0025,user_000311,2026-02-11T11:00:00Z,draft,108000,supplier_0511
pr_001412,acct_0026,user_000312,2026-02-12T11:00:00Z,submitted,109000,supplier_0512
pr_001413,acct_0027,user_000313,2026-02-13T11:00:00Z,approved,110000,supplier_0513
pr_001414,acct_0028,user_000314,2026-02-14T11:00:00Z,rejected,10000,supplier_0514
pr_001415,acct_0029,user_000315,2026-02-15T11:00:00Z,cancelled,11000,supplier_0515
pr_001416,acct_0030,user_000316,2026-02-16T11:00:00Z,draft,12000,supplier_0516
pr_001417,acct_0031,user_000317,2026-02-17T11:00:00Z,submitted,13000,supplier_0517
pr_001418,acct_0032,user_000318,2026-02-18T11:00:00Z,approved,14000,supplier_0518
pr_001419,acct_0033,user_000319,2026-02-19T11:00:00Z,rejected,15000,supplier_0519
pr_001420,acct_0034,user_000320,2026-02-20T11:00:00Z,cancelled,16000,supplier_0520
pr_001421,acct_0035,user_000321,2026-02-21T11:00:00Z,draft,17000,supplier_0521
pr_001422,acct_0036,user_000322,2026-02-22T11:00:00Z,submitted,18000,supplier_0522
pr_001423,acct_0037,user_000323,2026-02-23T11:00:00Z,approved,19000,supplier_0523
pr_001424,acct_0038,user_000324,2026-02-24T11:00:00Z,rejected,20000,supplier_0524
pr_001425,acct_0039,user_000325,2026-02-25T11:00:00Z,cancelled,21000,supplier_0525
pr_001426,acct_0040,user_000326,2026-02-26T11:00:00Z,draft,22000,supplier_0526
pr_001427,acct_0041,user_000327,2026-02-27T11:00:00Z,submitted,23000,supplier_0527
pr_001428,acct_0042,user_000328,2026-02-28T11:00:00Z,approved,24000,supplier_0528
pr_001429,acct_0043,user_000329,2026-02-01T11:00:00Z,rejected,25000,supplier_0529
pr_001430,acct_0044,user_000330,2026-02-02T11:00:00Z,cancelled,26000,supplier_0530
pr_001431,acct_0045,user_000331,2026-02-03T11:00:00Z,draft,27000,supplier_0531
pr_001432,acct_0046,user_000332,2026-02-04T11:00:00Z,submitted,28000,supplier_0532
pr_001433,acct_0047,user_000333,2026-02-05T11:00:00Z,approved,29000,supplier_0533
pr_001434,acct_0048,user_000334,2026-02-06T11:00:00Z,rejected,30000,supplier_0534
pr_001435,acct_0049,user_000335,2026-02-07T11:00:00Z,cancelled,31000,supplier_0535
pr_001436,acct_0050,user_000336,2026-02-08T11:00:00Z,draft,32000,supplier_0536
pr_001437,acct_0051,user_000337,2026-02-09T11:00:00Z,submitted,33000,supplier_0537
pr_001438,acct_0052,user_000338,2026-02-10T11:00:00Z,approved,34000,supplier_0538
pr_001439,acct_0053,user_000339,2026-02-11T11:00:00Z,rejected,35000,supplier_0539
pr_001440,acct_0054,user_000340,2026-02-12T11:00:00Z,cancelled,36000,supplier_0540
pr_001441,acct_0055,user_000341,2026-02-13T11:00:00Z,draft,37000,supplier_0541
pr_001442,acct_0056,user_000342,2026-02-14T11:00:00Z,submitted,38000,supplier_0542
pr_001443,acct_0057,user_000343,2026-02-15T11:00:00Z,approved,39000,supplier_0543
pr_001444,acct_0058,user_000344,2026-02-16T11:00:00Z,rejected,40000,supplier_0544
pr_001445,acct_0059,user_000345,2026-02-17T11:00:00Z,cancelled,41000,supplier_0545
pr_001446,acct_0060,user_000346,2026-02-18T11:00:00Z,draft,42000,supplier_0546
pr_001447,acct_0061,user_000347,2026-02-19T11:00:00Z,submitted,43000,supplier_0547
pr_001448,acct_0062,user_000348,2026-02-20T11:00:00Z,approved,44000,supplier_0548
pr_001449,acct_0063,user_000349,2026-02-21T11:00:00Z,rejected,45000,supplier_0549
pr_001450,acct_0064,user_000350,2026-02-22T11:00:00Z,cancelled,46000,supplier_0550
pr_001451,acct_0065,user_000351,2026-02-23T11:00:00Z,draft,47000,supplier_0551
pr_001452,acct_0066,user_000352,2026-02-24T11:00:00Z,submitted,48000,supplier_0552
pr_001453,acct_0067,user_000353,2026-02-25T11:00:00Z,approved,49000,supplier_0553
pr_001454,acct_0068,user_000354,2026-02-26T11:00:00Z,rejected,50000,supplier_0554
pr_001455,acct_0069,user_000355,2026-02-27T11:00:00Z,cancelled,51000,supplier_0555
pr_001456,acct_0070,user_000356,2026-02-28T11:00:00Z,draft,52000,supplier_0556
pr_001457,acct_0071,user_000357,2026-02-01T11:00:00Z,submitted,53000,supplier_0557
pr_001458,acct_0072,user_000358,2026-02-02T11:00:00Z,approved,54000,supplier_0558
pr_001459,acct_0073,user_000359,2026-02-03T11:00:00Z,rejected,55000,supplier_0559
pr_001460,acct_0074,user_000360,2026-02-04T11:00:00Z,cancelled,56000,supplier_0560
pr_001461,acct_0075,user_000361,2026-02-05T11:00:00Z,draft,57000,supplier_0561
pr_001462,acct_0076,user_000362,2026-02-06T11:00:00Z,submitted,58000,supplier_0562
pr_001463,acct_0077,user_000363,2026-02-07T11:00:00Z,approved,59000,supplier_0563
pr_001464,acct_0078,user_000364,2026-02-08T11:00:00Z,rejected,60000,supplier_0564
pr_001465,acct_0079,user_000365,2026-02-09T11:00:00Z,cancelled,61000,supplier_0565
pr_001466,acct_0080,user_000366,2026-02-10T11:00:00Z,draft,62000,supplier_0566
pr_001467,acct_0081,user_000367,2026-02-11T11:00:00Z,submitted,63000,supplier_0567
pr_001468,acct_0082,user_000368,2026-02-12T11:00:00Z,approved,64000,supplier_0568
pr_001469,acct_0083,user_000369,2026-02-13T11:00:00Z,rejected,65000,supplier_0569
pr_001470,acct_0084,user_000370,2026-02-14T11:00:00Z,cancelled,66000,supplier_0570
pr_001471,acct_0085,user_000371,2026-02-15T11:00:00Z,draft,67000,supplier_0571
pr_001472,acct_0086,user_000372,2026-02-16T11:00:00Z,submitted,68000,supplier_0572
pr_001473,acct_0087,user_000373,2026-02-17T11:00:00Z,approved,69000,supplier_0573
pr_001474,acct_0088,user_000374,2026-02-18T11:00:00Z,rejected,70000,supplier_0574
pr_001475,acct_0089,user_000375,2026-02-19T11:00:00Z,cancelled,71000,supplier_0575
pr_001476,acct_0090,user_000376,2026-02-20T11:00:00Z,draft,72000,supplier_0576
pr_001477,acct_0091,user_000377,2026-02-21T11:00:00Z,submitted,73000,supplier_0577
pr_001478,acct_0092,user_000378,2026-02-22T11:00:00Z,approved,74000,supplier_0578
pr_001479,acct_0093,user_000379,2026-02-23T11:00:00Z,rejected,75000,supplier_0579
pr_001480,acct_0094,user_000380,2026-02-24T11:00:00Z,cancelled,76000,supplier_0580
pr_001481,acct_0095,user_000381,2026-02-25T11:00:00Z,draft,77000,supplier_0581
pr_001482,acct_0096,user_000382,2026-02-26T11:00:00Z,submitted,78000,supplier_0582
pr_001483,acct_0097,user_000383,2026-02-27T11:00:00Z,approved,79000,supplier_0583
pr_001484,acct_0098,user_000384,2026-02-28T11:00:00Z,rejected,80000,supplier_0584
pr_001485,acct_0099,user_000385,2026-02-01T11:00:00Z,cancelled,81000,supplier_0585
pr_001486,acct_0100,user_000386,2026-02-02T11:00:00Z,draft,82000,supplier_0586
pr_001487,acct_0101,user_000387,2026-02-03T11:00:00Z,submitted,83000,supplier_0587
pr_001488,acct_0102,user_000388,2026-02-04T11:00:00Z,approved,84000,supplier_0588
pr_001489,acct_0103,user_000389,2026-02-05T11:00:00Z,rejected,85000,supplier_0589
pr_001490,acct_0104,user_000390,2026-02-06T11:00:00Z,cancelled,86000,supplier_0590
pr_001491,acct_0105,user_000391,2026-02-07T11:00:00Z,draft,87000,supplier_0591
pr_001492,acct_0106,user_000392,2026-02-08T11:00:00Z,submitted,88000,supplier_0592
pr_001493,acct_0107,user_000393,2026-02-09T11:00:00Z,approved,89000,supplier_0593
pr_001494,acct_0108,user_000394,2026-02-10T11:00:00Z,rejected,90000,supplier_0594
pr_001495,acct_0109,user_000395,2026-02-11T11:00:00Z,cancelled,91000,supplier_0595
pr_001496,acct_0110,user_000396,2026-02-12T11:00:00Z,draft,92000,supplier_0596
pr_001497,acct_0111,user_000397,2026-02-13T11:00:00Z,submitted,93000,supplier_0597
pr_001498,acct_0112,user_000398,2026-02-14T11:00:00Z,approved,94000,supplier_0598
pr_001499,acct_0113,user_000399,2026-02-15T11:00:00Z,rejected,95000,supplier_0599
pr_001500,acct_0114,user_000400,2026-02-16T11:00:00Z,cancelled,96000,supplier_0600
pr_001501,acct_0115,user_000401,2026-02-17T11:00:00Z,draft,97000,supplier_0601
pr_001502,acct_0116,user_000402,2026-02-18T11:00:00Z,submitted,98000,supplier_0602
pr_001503,acct_0117,user_000403,2026-02-19T11:00:00Z,approved,99000,supplier_0603
pr_001504,acct_0118,user_000404,2026-02-20T11:00:00Z,rejected,100000,supplier_0604
pr_001505,acct_0119,user_000405,2026-02-21T11:00:00Z,cancelled,101000,supplier_0605
pr_001506,acct_0120,user_000406,2026-02-22T11:00:00Z,draft,102000,supplier_0606
pr_001507,acct_0121,user_000407,2026-02-23T11:00:00Z,submitted,103000,supplier_0607
pr_001508,acct_0122,user_000408,2026-02-24T11:00:00Z,approved,104000,supplier_0608
pr_001509,acct_0123,user_000409,2026-02-25T11:00:00Z,rejected,105000,supplier_0609
pr_001510,acct_0124,user_000410,2026-02-26T11:00:00Z,cancelled,106000,supplier_0610
pr_001511,acct_0125,user_000411,2026-02-27T11:00:00Z,draft,107000,supplier_0611
pr_001512,acct_0126,user_000412,2026-02-28T11:00:00Z,submitted,108000,supplier_0612
pr_001513,acct_0127,user_000413,2026-02-01T11:00:00Z,approved,109000,supplier_0613
pr_001514,acct_0128,user_000414,2026-02-02T11:00:00Z,rejected,110000,supplier_0614
pr_001515,acct_0129,user_000415,2026-02-03T11:00:00Z,cancelled,10000,supplier_0615
pr_001516,acct_0130,user_000416,2026-02-04T11:00:00Z,draft,11000,supplier_0616
pr_001517,acct_0131,user_000417,2026-02-05T11:00:00Z,submitted,12000,supplier_0617
pr_001518,acct_0132,user_000418,2026-02-06T11:00:00Z,approved,13000,supplier_0618
pr_001519,acct_0133,user_000419,2026-02-07T11:00:00Z,rejected,14000,supplier_0619
pr_001520,acct_0134,user_000420,2026-02-08T11:00:00Z,cancelled,15000,supplier_0620
pr_001521,acct_0135,user_000421,2026-02-09T11:00:00Z,draft,16000,supplier_0621
pr_001522,acct_0136,user_000422,2026-02-10T11:00:00Z,submitted,17000,supplier_0622
pr_001523,acct_0137,user_000423,2026-02-11T11:00:00Z,approved,18000,supplier_0623
pr_001524,acct_0138,user_000424,2026-02-12T11:00:00Z,rejected,19000,supplier_0624
pr_001525,acct_0139,user_000425,2026-02-13T11:00:00Z,cancelled,20000,supplier_0625
pr_001526,acct_0140,user_000426,2026-02-14T11:00:00Z,draft,21000,supplier_0626
pr_001527,acct_0141,user_000427,2026-02-15T11:00:00Z,submitted,22000,supplier_0627
pr_001528,acct_0142,user_000428,2026-02-16T11:00:00Z,approved,23000,supplier_0628
pr_001529,acct_0143,user_000429,2026-02-17T11:00:00Z,rejected,24000,supplier_0629
pr_001530,acct_0144,user_000430,2026-02-18T11:00:00Z,cancelled,25000,supplier_0630
pr_001531,acct_0145,user_000431,2026-02-19T11:00:00Z,draft,26000,supplier_0631
pr_001532,acct_0146,user_000432,2026-02-20T11:00:00Z,submitted,27000,supplier_0632
pr_001533,acct_0147,user_000433,2026-02-21T11:00:00Z,approved,28000,supplier_0633
pr_001534,acct_0148,user_000434,2026-02-22T11:00:00Z,rejected,29000,supplier_0634
pr_001535,acct_0149,user_000435,2026-02-23T11:00:00Z,cancelled,30000,supplier_0635
pr_001536,acct_0150,user_000436,2026-02-24T11:00:00Z,draft,31000,supplier_0636
pr_001537,acct_0151,user_000437,2026-02-25T11:00:00Z,submitted,32000,supplier_0637
pr_001538,acct_0152,user_000438,2026-02-26T11:00:00Z,approved,33000,supplier_0638
pr_001539,acct_0153,user_000439,2026-02-27T11:00:00Z,rejected,34000,supplier_0639
pr_001540,acct_0154,user_000440,2026-02-28T11:00:00Z,cancelled,35000,supplier_0640
pr_001541,acct_0155,user_000441,2026-02-01T11:00:00Z,draft,36000,supplier_0641
pr_001542,acct_0156,user_000442,2026-02-02T11:00:00Z,submitted,37000,supplier_0642
pr_001543,acct_0157,user_000443,2026-02-03T11:00:00Z,approved,38000,supplier_0643
pr_001544,acct_0158,user_000444,2026-02-04T11:00:00Z,rejected,39000,supplier_0644
pr_001545,acct_0159,user_000445,2026-02-05T11:00:00Z,cancelled,40000,supplier_0645
pr_001546,acct_0160,user_000446,2026-02-06T11:00:00Z,draft,41000,supplier_0646
pr_001547,acct_0161,user_000447,2026-02-07T11:00:00Z,submitted,42000,supplier_0647
pr_001548,acct_0162,user_000448,2026-02-08T11:00:00Z,approved,43000,supplier_0648
pr_001549,acct_0163,user_000449,2026-02-09T11:00:00Z,rejected,44000,supplier_0649
pr_001550,acct_0164,user_000450,2026-02-10T11:00:00Z,cancelled,45000,supplier_0650
pr_001551,acct_0165,user_000451,2026-02-11T11:00:00Z,draft,46000,supplier_0651
pr_001552,acct_0166,user_000452,2026-02-12T11:00:00Z,submitted,47000,supplier_0652
pr_001553,acct_0167,user_000453,2026-02-13T11:00:00Z,approved,48000,supplier_0653
pr_001554,acct_0168,user_000454,2026-02-14T11:00:00Z,rejected,49000,supplier_0654
pr_001555,acct_0169,user_000455,2026-02-15T11:00:00Z,cancelled,50000,supplier_0655
pr_001556,acct_0170,user_000456,2026-02-16T11:00:00Z,draft,51000,supplier_0656
pr_001557,acct_0171,user_000457,2026-02-17T11:00:00Z,submitted,52000,supplier_0657
pr_001558,acct_0172,user_000458,2026-02-18T11:00:00Z,approved,53000,supplier_0658
pr_001559,acct_0173,user_000459,2026-02-19T11:00:00Z,rejected,54000,supplier_0659
pr_001560,acct_0174,user_000460,2026-02-20T11:00:00Z,cancelled,55000,supplier_0660
pr_001561,acct_0175,user_000461,2026-02-21T11:00:00Z,draft,56000,supplier_0661
pr_001562,acct_0176,user_000462,2026-02-22T11:00:00Z,submitted,57000,supplier_0662
pr_001563,acct_0177,user_000463,2026-02-23T11:00:00Z,approved,58000,supplier_0663
pr_001564,acct_0178,user_000464,2026-02-24T11:00:00Z,rejected,59000,supplier_0664
pr_001565,acct_0179,user_000465,2026-02-25T11:00:00Z,cancelled,60000,supplier_0665
pr_001566,acct_0180,user_000466,2026-02-26T11:00:00Z,draft,61000,supplier_0666
pr_001567,acct_0181,user_000467,2026-02-27T11:00:00Z,submitted,62000,supplier_0667
pr_001568,acct_0182,user_000468,2026-02-28T11:00:00Z,approved,63000,supplier_0668
pr_001569,acct_0183,user_000469,2026-02-01T11:00:00Z,rejected,64000,supplier_0669
pr_001570,acct_0184,user_000470,2026-02-02T11:00:00Z,cancelled,65000,supplier_0670
pr_001571,acct_0185,user_000471,2026-02-03T11:00:00Z,draft,66000,supplier_0671
pr_001572,acct_0186,user_000472,2026-02-04T11:00:00Z,submitted,67000,supplier_0672
pr_001573,acct_0187,user_000473,2026-02-05T11:00:00Z,approved,68000,supplier_0673
pr_001574,acct_0188,user_000474,2026-02-06T11:00:00Z,rejected,69000,supplier_0674
pr_001575,acct_0189,user_000475,2026-02-07T11:00:00Z,cancelled,70000,supplier_0675
pr_001576,acct_0190,user_000476,2026-02-08T11:00:00Z,draft,71000,supplier_0676
pr_001577,acct_0001,user_000477,2026-02-09T11:00:00Z,submitted,72000,supplier_0677
pr_001578,acct_0002,user_000478,2026-02-10T11:00:00Z,approved,73000,supplier_0678
pr_001579,acct_0003,user_000479,2026-02-11T11:00:00Z,rejected,74000,supplier_0679
pr_001580,acct_0004,user_000480,2026-02-12T11:00:00Z,cancelled,75000,supplier_0680
pr_001581,acct_0005,user_000481,2026-02-13T11:00:00Z,draft,76000,supplier_0681
pr_001582,acct_0006,user_000482,2026-02-14T11:00:00Z,submitted,77000,supplier_0682
pr_001583,acct_0007,user_000483,2026-02-15T11:00:00Z,approved,78000,supplier_0683
pr_001584,acct_0008,user_000484,2026-02-16T11:00:00Z,rejected,79000,supplier_0684
pr_001585,acct_0009,user_000485,2026-02-17T11:00:00Z,cancelled,80000,supplier_0685
pr_001586,acct_0010,user_000486,2026-02-18T11:00:00Z,draft,81000,supplier_0686
pr_001587,acct_0011,user_000487,2026-02-19T11:00:00Z,submitted,82000,supplier_0687
pr_001588,acct_0012,user_000488,2026-02-20T11:00:00Z,approved,83000,supplier_0688
pr_001589,acct_0013,user_000489,2026-02-21T11:00:00Z,rejected,84000,supplier_0689
pr_001590,acct_0014,user_000490,2026-02-22T11:00:00Z,cancelled,85000,supplier_0690
pr_001591,acct_0015,user_000491,2026-02-23T11:00:00Z,draft,86000,supplier_0691
pr_001592,acct_0016,user_000492,2026-02-24T11:00:00Z,submitted,87000,supplier_0692
pr_001593,acct_0017,user_000493,2026-02-25T11:00:00Z,approved,88000,supplier_0693
pr_001594,acct_0018,user_000494,2026-02-26T11:00:00Z,rejected,89000,supplier_0694
pr_001595,acct_0019,user_000495,2026-02-27T11:00:00Z,cancelled,90000,supplier_0695
pr_001596,acct_0020,user_000496,2026-02-28T11:00:00Z,draft,91000,supplier_0696
pr_001597,acct_0021,user_000497,2026-02-01T11:00:00Z,submitted,92000,supplier_0697
pr_001598,acct_0022,user_000498,2026-02-02T11:00:00Z,approved,93000,supplier_0698
pr_001599,acct_0023,user_000499,2026-02-03T11:00:00Z,rejected,94000,supplier_0699
pr_001600,acct_0024,user_000500,2026-02-04T11:00:00Z,cancelled,95000,supplier_0700
pr_001601,acct_0025,user_000501,2026-02-05T11:00:00Z,draft,96000,supplier_0701
pr_001602,acct_0026,user_000502,2026-02-06T11:00:00Z,submitted,97000,supplier_0702
pr_001603,acct_0027,user_000503,2026-02-07T11:00:00Z,approved,98000,supplier_0703
pr_001604,acct_0028,user_000504,2026-02-08T11:00:00Z,rejected,99000,supplier_0704
